,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Identifier_cat,Outlet_Identifier_cat
2132,708,12.857645184136183,Low Fat,3,209.027,5,1985,Medium,Tier 3,Supermarket Type3,4613.994,FDO25,OUT027
2133,913,15.5,Low Fat,13,143.547,9,1999,Medium,Tier 1,Supermarket Type1,1431.47,FDS57,OUT049
2134,501,18.7,Low Fat,5,122.1072,9,1999,Medium,Tier 1,Supermarket Type1,490.0288,FDI52,OUT049
2135,104,9.5,Low Fat,14,31.89,3,2009,Medium,Tier 3,Supermarket Type2,366.19,DRK12,OUT018
2136,417,13.65,Low Fat,5,34.4558,2,2007,High,Tier 2,Supermarket Type1,611.2044,FDG40,OUT017
2137,1007,19.5,Regular,3,86.254,7,2002,High,Tier 2,Supermarket Type1,2163.85,FDU49,OUT045
2138,859,8.71,Low Fat,3,46.5376,1,1987,High,Tier 3,Supermarket Type1,575.2512,FDR49,OUT013
2139,381,12.857645184136183,Regular,4,247.8092,4,1985,Small,Tier 1,Grocery Store,498.0184,FDF40,OUT019
2140,27,19.6,Low Fat,4,46.3718,2,2007,High,Tier 2,Supermarket Type1,661.8052,DRE03,OUT017
2141,862,12.857645184136183,Regular,6,189.1872,5,1985,Medium,Tier 3,Supermarket Type3,5294.4416,FDR55,OUT027
2142,1499,11.8,Low Fat,8,82.3618,6,2004,Small,Tier 2,Supermarket Type1,1208.427,NCU05,OUT035
2143,849,6.715,Regular,0,40.3454,2,2007,High,Tier 2,Supermarket Type1,838.908,FDR36,OUT017
2144,1397,19.1,Low Fat,9,39.6796,1,1987,High,Tier 3,Supermarket Type1,660.4736,NCM30,OUT013
2145,445,20.7,Low Fat,0,156.6288,9,1999,Medium,Tier 1,Supermarket Type1,3928.22,FDH24,OUT049
2146,137,10.195,Low Fat,7,113.986,3,2009,Medium,Tier 3,Supermarket Type2,452.744,DRO47,OUT018
2147,811,20.2,Regular,2,155.163,2,2007,High,Tier 2,Supermarket Type1,782.315,FDQ49,OUT017
2148,96,10.8,Low Fat,14,151.9024,8,1997,Small,Tier 1,Supermarket Type1,2580.6408,DRJ37,OUT046
2149,1360,19.75,Low Fat,9,100.8332,3,2009,Medium,Tier 3,Supermarket Type2,1537.998,NCJ42,OUT018
2150,281,19.35,Low Fat,5,120.9098,9,1999,Medium,Tier 1,Supermarket Type1,1687.1372,FDD05,OUT049
2151,261,7.405,Low Fat,4,206.6296,3,2009,Medium,Tier 3,Supermarket Type2,3115.944,FDC39,OUT018
2152,1540,15.25,Low Fat,9,128.8968,7,2002,High,Tier 2,Supermarket Type1,2348.9424,NCY06,OUT045
2153,1479,12.857645184136183,Low Fat,9,263.591,4,1985,Small,Tier 1,Grocery Store,262.991,NCS06,OUT019
2154,326,8.895,Low Fat,5,207.8954,7,2002,High,Tier 2,Supermarket Type1,3542.7218,FDE16,OUT045
2155,1463,18.75,Low Fat,9,215.2218,8,1997,Small,Tier 1,Supermarket Type1,4701.8796,NCQ50,OUT046
2156,1158,20.1,Low Fat,4,110.3228,8,1997,Small,Tier 1,Supermarket Type1,1768.3648,FDX50,OUT046
2157,1384,12.35,Low Fat,8,35.7216,2,2007,High,Tier 2,Supermarket Type1,519.324,NCL41,OUT017
2158,651,16.85,Regular,13,111.8544,3,2009,Medium,Tier 3,Supermarket Type2,1677.816,FDM58,OUT018
2159,453,18.25,Low Fat,15,166.3526,0,1998,High,Tier 3,Grocery Store,164.4526,FDH35,OUT010
2160,908,17.0,Low Fat,4,219.8114,9,1999,Medium,Tier 1,Supermarket Type1,1108.557,FDS50,OUT049
2161,923,12.857645184136183,Regular,13,133.2284,5,1985,Medium,Tier 3,Supermarket Type3,4350.3372,FDT09,OUT027
2162,867,14.3,Low Fat,0,76.7328,3,2009,Medium,Tier 3,Supermarket Type2,1312.9576,FDR60,OUT018
2163,406,17.6,Regular,13,35.019,8,1997,Small,Tier 1,Supermarket Type1,659.142,FDG22,OUT046
2164,613,12.857645184136183,Regular,5,37.9506,5,1985,Medium,Tier 3,Supermarket Type3,910.8144,FDL52,OUT027
2165,97,20.25,Low Fat,4,218.3482,3,2009,Medium,Tier 3,Supermarket Type2,2409.5302,DRJ39,OUT018
2166,1103,18.0,Low Fat,13,145.1418,2,2007,High,Tier 2,Supermarket Type1,2648.5524,FDW45,OUT017
2167,1459,16.35,Low Fat,11,106.028,7,2002,High,Tier 2,Supermarket Type1,1065.28,NCQ38,OUT045
2168,208,14.0,Regular,3,53.764,2,2007,High,Tier 2,Supermarket Type1,798.96,FDB26,OUT017
2169,61,5.78,Low Fat,14,145.2102,8,1997,Small,Tier 1,Supermarket Type1,3062.0142,DRG48,OUT046
2170,436,21.0,Low Fat,13,191.8478,0,1998,High,Tier 3,Grocery Store,774.9912,FDH10,OUT010
2171,753,13.65,Regular,5,262.8936,9,1999,Medium,Tier 1,Supermarket Type1,4958.8784,FDP28,OUT049
2172,531,12.3,Regular,6,173.1396,0,1998,High,Tier 3,Grocery Store,697.7584,FDJ44,OUT010
2173,472,12.35,Regular,10,196.9426,7,2002,High,Tier 2,Supermarket Type1,2768.3964,FDI07,OUT045
2174,93,11.8,Low Fat,14,185.1924,2,2007,High,Tier 2,Supermarket Type1,2591.2936,DRJ24,OUT017
2175,118,19.7,Low Fat,7,127.3362,6,2004,Small,Tier 2,Supermarket Type1,755.0172,DRL47,OUT035
2176,760,10.1,Low Fat,3,50.9008,1,1987,High,Tier 3,Supermarket Type1,354.2056,FDP38,OUT013
2177,543,12.857645184136183,Low Fat,3,120.544,4,1985,Small,Tier 1,Grocery Store,479.376,FDK02,OUT019
2178,706,17.85,Low Fat,1,94.1436,1,1987,High,Tier 3,Supermarket Type1,1607.2412,FDO23,OUT013
2179,1312,20.7,Low Fat,9,74.6354,1,1987,High,Tier 3,Supermarket Type1,1053.2956,NCE54,OUT013
2180,910,8.89,Low Fat,5,99.7016,8,1997,Small,Tier 1,Supermarket Type1,1922.8304,FDS52,OUT046
2181,1067,14.5,Low Fat,3,153.4682,6,2004,Small,Tier 2,Supermarket Type1,1677.1502,FDW01,OUT035
2182,1315,9.0,Low Fat,9,100.8016,2,2007,High,Tier 2,Supermarket Type1,1113.2176,NCF07,OUT017
2183,30,13.35,Low Fat,4,77.5012,3,2009,Medium,Tier 3,Supermarket Type2,1518.024,DRE15,OUT018
2184,865,6.675,Low Fat,13,92.3462,8,1997,Small,Tier 1,Supermarket Type1,2406.2012,FDR58,OUT046
2185,594,10.3,Regular,0,173.0422,1,1987,High,Tier 3,Supermarket Type1,2069.3064,FDL24,OUT013
2186,794,12.857645184136183,Regular,3,173.7422,5,1985,Medium,Tier 3,Supermarket Type3,3621.2862,FDQ25,OUT027
2187,1162,17.1,Regular,6,207.0638,1,1987,High,Tier 3,Supermarket Type1,4969.5312,FDX56,OUT013
2188,289,14.15,Low Fat,6,123.6046,3,2009,Medium,Tier 3,Supermarket Type2,1245.046,FDD20,OUT018
2189,49,10.8,Low Fat,14,236.5564,2,2007,High,Tier 2,Supermarket Type1,5243.8408,DRF60,OUT017
2190,1077,8.5,Low Fat,3,51.3324,3,2009,Medium,Tier 3,Supermarket Type2,934.7832,FDW13,OUT018
2191,361,6.215,Low Fat,6,39.2848,1,1987,High,Tier 3,Supermarket Type1,521.9872,FDF09,OUT013
2192,1202,17.5,Low Fat,13,253.0356,6,2004,Small,Tier 2,Supermarket Type1,4578.0408,FDY45,OUT035
2193,841,20.7,Low Fat,4,178.3028,7,2002,High,Tier 2,Supermarket Type1,1062.6168,FDR26,OUT045
2194,1216,8.975,Regular,3,103.399,8,1997,Small,Tier 1,Supermarket Type1,2579.975,FDZ01,OUT046
2195,464,20.5,Regular,5,83.9592,0,1998,High,Tier 3,Grocery Store,165.1184,FDH53,OUT010
2196,424,13.65,Low Fat,5,46.1402,3,2009,Medium,Tier 3,Supermarket Type2,459.402,FDG52,OUT018
2197,1108,13.1,Low Fat,4,167.5158,7,2002,High,Tier 2,Supermarket Type1,1504.0422,FDW50,OUT045
2198,1157,4.615,Regular,3,232.23,6,2004,Small,Tier 2,Supermarket Type1,5126.66,FDX49,OUT035
2199,531,12.3,Regular,6,172.8396,8,1997,Small,Tier 1,Supermarket Type1,2616.594,FDJ44,OUT046
2200,1347,12.857645184136183,Low Fat,11,37.519,5,1985,Medium,Tier 3,Supermarket Type3,842.237,NCI31,OUT027
2201,1257,19.2,Low Fat,5,112.4886,6,2004,Small,Tier 2,Supermarket Type1,1223.0746,FDZ52,OUT035
2202,327,20.1,Regular,5,152.1366,9,1999,Medium,Tier 1,Supermarket Type1,755.683,FDE17,OUT049
2203,414,11.5,Regular,13,109.5254,3,2009,Medium,Tier 3,Supermarket Type2,1953.4572,FDG34,OUT018
2204,333,9.3,Low Fat,3,143.0786,0,1998,High,Tier 3,Grocery Store,288.9572,FDE26,OUT010
2205,314,15.2,Regular,6,176.5054,3,2009,Medium,Tier 3,Supermarket Type2,2976.7918,FDD56,OUT018
2206,861,12.65,Regular,5,191.3846,7,2002,High,Tier 2,Supermarket Type1,2675.1844,FDR52,OUT045
2207,784,11.1,Low Fat,3,84.1908,6,2004,Small,Tier 2,Supermarket Type1,755.0172,FDQ13,OUT035
2208,1360,12.857645184136183,Low Fat,9,102.7332,4,1985,Small,Tier 1,Grocery Store,410.1328,NCJ42,OUT019
2209,436,12.857645184136183,Low Fat,13,192.6478,4,1985,Small,Tier 1,Grocery Store,387.4956,FDH10,OUT019
2210,1329,19.2,Low Fat,9,131.231,6,2004,Small,Tier 2,Supermarket Type1,3635.268,NCG42,OUT035
2211,941,19.75,Low Fat,6,187.5872,7,2002,High,Tier 2,Supermarket Type1,1323.6104,FDT31,OUT045
2212,21,6.135,Low Fat,14,112.686,7,2002,High,Tier 2,Supermarket Type1,2942.836,DRD25,OUT045
2213,848,12.5,Low Fat,1,199.1742,6,2004,Small,Tier 2,Supermarket Type1,4379.6324,FDR35,OUT035
2214,600,7.235,Low Fat,13,193.9452,7,2002,High,Tier 2,Supermarket Type1,2936.178,FDL33,OUT045
2215,953,15.85,Low Fat,13,53.3956,6,2004,Small,Tier 2,Supermarket Type1,600.5516,FDT45,OUT035
2216,930,9.895,Regular,5,260.5278,7,2002,High,Tier 2,Supermarket Type1,8851.1452,FDT16,OUT045
2217,35,20.75,Low Fat,14,153.0024,6,2004,Small,Tier 2,Supermarket Type1,2428.8384,DRE49,OUT035
2218,49,10.8,Low Fat,14,239.9564,9,1999,Medium,Tier 1,Supermarket Type1,3813.7024,DRF60,OUT049
2219,1282,8.76,Low Fat,8,128.3336,9,1999,Medium,Tier 1,Supermarket Type1,2556.672,NCB54,OUT049
2220,442,16.1,Regular,6,97.341,9,1999,Medium,Tier 1,Supermarket Type1,1255.033,FDH20,OUT049
2221,167,7.1,Low Fat,6,172.908,6,2004,Small,Tier 2,Supermarket Type1,2769.728,FDA31,OUT035
2222,337,19.35,Regular,6,76.8644,7,2002,High,Tier 2,Supermarket Type1,1571.288,FDE33,OUT045
2223,624,16.7,Regular,0,189.2214,0,1998,High,Tier 3,Grocery Store,188.4214,FDM12,OUT010
2224,1102,9.5,Regular,6,168.6448,1,1987,High,Tier 3,Supermarket Type1,1022.6688,FDW44,OUT013
2225,34,8.43,Low Fat,14,197.8768,1,1987,High,Tier 3,Supermarket Type1,3744.4592,DRE48,OUT013
2226,1532,14.15,Low Fat,9,196.511,7,2002,High,Tier 2,Supermarket Type1,2749.754,NCX18,OUT045
2227,174,5.44,Low Fat,4,239.1538,3,2009,Medium,Tier 3,Supermarket Type2,480.7076,FDA38,OUT018
2228,788,7.35,Regular,6,242.6512,1,1987,High,Tier 3,Supermarket Type1,969.4048,FDQ19,OUT013
2229,1204,12.857645184136183,Regular,1,129.131,5,1985,Medium,Tier 3,Supermarket Type3,4933.578,FDY47,OUT027
2230,327,20.1,Regular,5,151.3366,1,1987,High,Tier 3,Supermarket Type1,2720.4588,FDE17,OUT013
2231,1186,12.0,Low Fat,3,181.8976,8,1997,Small,Tier 1,Supermarket Type1,4527.44,FDY25,OUT046
2232,919,21.25,Low Fat,10,185.5608,6,2004,Small,Tier 2,Supermarket Type1,3123.9336,FDT03,OUT035
2233,226,8.3,Regular,0,98.0384,7,2002,High,Tier 2,Supermarket Type1,2857.6136,FDB49,OUT045
2234,606,10.1,Low Fat,10,76.067,2,2007,High,Tier 2,Supermarket Type1,1454.773,FDL43,OUT017
2235,348,14.15,Low Fat,15,123.5046,2,2007,High,Tier 2,Supermarket Type1,1992.0736,FDE47,OUT017
2236,907,9.0,Low Fat,3,78.3644,7,2002,High,Tier 2,Supermarket Type1,1728.4168,FDS49,OUT045
2237,985,12.15,Low Fat,1,163.6184,3,2009,Medium,Tier 3,Supermarket Type2,2311.6576,FDU23,OUT018
2238,998,12.857645184136183,Low Fat,4,192.9504,5,1985,Medium,Tier 3,Supermarket Type3,7478.2656,FDU38,OUT027
2239,1023,12.857645184136183,Low Fat,13,148.0734,4,1985,Small,Tier 1,Grocery Store,593.8936,FDV09,OUT019
2240,835,20.0,Regular,6,45.5744,9,1999,Medium,Tier 1,Supermarket Type1,452.744,FDR20,OUT049
2241,1175,6.71,Regular,0,65.8142,8,1997,Small,Tier 1,Supermarket Type1,856.8846,FDY11,OUT046
2242,417,12.857645184136183,Low Fat,5,31.9558,5,1985,Medium,Tier 3,Supermarket Type3,984.7182,FDG40,OUT027
2243,1132,7.365,Low Fat,6,228.372,2,2007,High,Tier 2,Supermarket Type1,2037.348,FDX20,OUT017
2244,1236,7.935,Low Fat,4,50.035,1,1987,High,Tier 3,Supermarket Type1,149.805,FDZ27,OUT013
2245,435,12.6,Low Fat,12,51.3982,2,2007,High,Tier 2,Supermarket Type1,473.3838,FDH09,OUT017
2246,410,17.6,Low Fat,5,42.7454,9,1999,Medium,Tier 1,Supermarket Type1,293.6178,FDG29,OUT049
2247,1269,19.0,Low Fat,9,190.1872,9,1999,Medium,Tier 1,Supermarket Type1,5105.3544,NCA30,OUT049
2248,1386,7.5,Low Fat,8,175.3028,2,2007,High,Tier 2,Supermarket Type1,3010.7476,NCL53,OUT017
2249,30,13.35,Low Fat,4,77.6012,8,1997,Small,Tier 1,Supermarket Type1,986.7156,DRE15,OUT046
2250,1484,8.6,Low Fat,9,112.9176,8,1997,Small,Tier 1,Supermarket Type1,458.0704,NCS38,OUT046
2251,1183,12.857645184136183,Low Fat,13,196.011,4,1985,Small,Tier 1,Grocery Store,589.233,FDY21,OUT019
2252,233,10.5,Regular,13,140.6154,0,1998,High,Tier 3,Grocery Store,283.6308,FDB58,OUT010
2253,456,9.0,Low Fat,5,213.3534,8,1997,Small,Tier 1,Supermarket Type1,1935.4806,FDH41,OUT046
2254,41,4.61,Low Fat,7,172.4396,9,1999,Medium,Tier 1,Supermarket Type1,1569.9564,DRF23,OUT049
2255,320,10.895,Regular,5,146.2102,0,1998,High,Tier 3,Grocery Store,437.4306,FDE05,OUT010
2256,1174,17.6,Low Fat,13,112.7176,9,1999,Medium,Tier 1,Supermarket Type1,1717.764,FDY10,OUT049
2257,901,11.65,Low Fat,6,188.224,9,1999,Medium,Tier 1,Supermarket Type1,1304.968,FDS43,OUT049
2258,1397,19.1,Low Fat,9,41.9796,9,1999,Medium,Tier 1,Supermarket Type1,784.3124,NCM30,OUT049
2259,1206,17.2,Regular,3,165.7184,7,2002,High,Tier 2,Supermarket Type1,1816.3024,FDY49,OUT045
2260,654,16.5,Low Fat,3,206.8638,7,2002,High,Tier 2,Supermarket Type1,2070.638,FDN02,OUT045
2261,759,15.6,Low Fat,2,128.0994,7,2002,High,Tier 2,Supermarket Type1,2184.4898,FDP37,OUT045
2262,1315,9.0,Low Fat,9,99.6016,6,2004,Small,Tier 2,Supermarket Type1,1922.8304,NCF07,OUT035
2263,512,15.0,Low Fat,13,44.0744,1,1987,High,Tier 3,Supermarket Type1,633.8416,FDJ09,OUT013
2264,706,12.857645184136183,Low Fat,1,94.3436,5,1985,Medium,Tier 3,Supermarket Type3,2269.0464,FDO23,OUT027
2265,435,12.857645184136183,Low Fat,12,52.4982,5,1985,Medium,Tier 3,Supermarket Type3,1209.7586,FDH09,OUT027
2266,1144,6.195,Low Fat,13,119.3098,9,1999,Medium,Tier 1,Supermarket Type1,1205.098,FDX34,OUT049
2267,1066,20.2,Regular,0,197.311,9,1999,Medium,Tier 1,Supermarket Type1,3338.987,FDV60,OUT049
2268,336,20.7,Low Fat,6,38.7506,1,1987,High,Tier 3,Supermarket Type1,227.7036,FDE32,OUT013
2269,1346,20.25,Low Fat,9,245.046,3,2009,Medium,Tier 3,Supermarket Type2,4680.574,NCI30,OUT018
2270,898,7.655,Low Fat,3,117.7492,1,1987,High,Tier 3,Supermarket Type1,695.0952,FDS37,OUT013
2271,274,12.857645184136183,Regular,6,193.982,4,1985,Small,Tier 1,Grocery Store,579.246,FDC57,OUT019
2272,8,5.92,Regular,14,49.0692,2,2007,High,Tier 2,Supermarket Type1,1478.076,DRC01,OUT017
2273,22,18.75,Low Fat,4,99.0042,2,2007,High,Tier 2,Supermarket Type1,694.4294,DRD27,OUT017
2274,476,9.395,Regular,0,88.3856,7,2002,High,Tier 2,Supermarket Type1,703.0848,FDI12,OUT045
2275,800,13.35,Low Fat,13,149.3708,6,2004,Small,Tier 2,Supermarket Type1,4514.124,FDQ33,OUT035
2276,796,12.857645184136183,Regular,10,101.399,4,1985,Small,Tier 1,Grocery Store,206.398,FDQ27,OUT019
2277,1275,19.2,Low Fat,9,196.211,0,1998,High,Tier 3,Grocery Store,589.233,NCB07,OUT010
2278,240,19.0,Regular,6,226.172,1,1987,High,Tier 3,Supermarket Type1,3169.208,FDC08,OUT013
2279,289,14.15,Low Fat,6,124.2046,8,1997,Small,Tier 1,Supermarket Type1,2490.092,FDD20,OUT046
2280,887,20.85,Regular,0,88.1514,6,2004,Small,Tier 2,Supermarket Type1,1151.1682,FDS24,OUT035
2281,452,8.63,Low Fat,13,186.0582,2,2007,High,Tier 2,Supermarket Type1,3900.9222,FDH34,OUT017
2282,1534,16.7,Low Fat,9,248.4776,3,2009,Medium,Tier 3,Supermarket Type2,6439.6176,NCX30,OUT018
2283,617,7.895,Regular,2,104.5332,8,1997,Small,Tier 1,Supermarket Type1,1845.5976,FDM01,OUT046
2284,204,7.72,Low Fat,6,77.9986,1,1987,High,Tier 3,Supermarket Type1,934.7832,FDB20,OUT013
2285,1369,5.615,Low Fat,8,121.573,2,2007,High,Tier 2,Supermarket Type1,3202.498,NCK29,OUT017
2286,876,7.05,Regular,1,224.9088,9,1999,Medium,Tier 1,Supermarket Type1,2684.5056,FDS11,OUT049
2287,1515,14.35,Low Fat,8,109.2228,0,1998,High,Tier 3,Grocery Store,221.0456,NCV41,OUT010
2288,121,8.52,Low Fat,14,151.7682,9,1999,Medium,Tier 1,Supermarket Type1,2439.4912,DRL60,OUT049
2289,1024,7.645,Regular,13,44.0112,2,2007,High,Tier 2,Supermarket Type1,596.5568,FDV10,OUT017
2290,1023,12.1,Low Fat,13,149.5734,3,2009,Medium,Tier 3,Supermarket Type2,2227.101,FDV09,OUT018
2291,804,14.8,Low Fat,10,192.4846,8,1997,Small,Tier 1,Supermarket Type1,5159.2842,FDQ39,OUT046
2292,35,20.75,Low Fat,14,153.6024,3,2009,Medium,Tier 3,Supermarket Type2,1366.2216,DRE49,OUT018
2293,855,10.8,Low Fat,13,238.6222,7,2002,High,Tier 2,Supermarket Type1,8604.7992,FDR45,OUT045
2294,92,18.35,Low Fat,7,190.2872,0,1998,High,Tier 3,Grocery Store,378.1744,DRJ23,OUT010
2295,795,13.5,Regular,4,58.6562,3,2009,Medium,Tier 3,Supermarket Type2,711.0744,FDQ26,OUT018
2296,1265,20.5,Low Fat,9,34.819,2,2007,High,Tier 2,Supermarket Type1,1061.951,NCA06,OUT017
2297,936,12.35,Regular,0,78.6328,3,2009,Medium,Tier 3,Supermarket Type2,1004.0264,FDT24,OUT018
2298,57,8.895,Low Fat,4,39.1138,7,2002,High,Tier 2,Supermarket Type1,609.207,DRG27,OUT045
2299,821,16.7,Low Fat,4,110.8886,7,2002,High,Tier 2,Supermarket Type1,3558.0352,FDR02,OUT045
2300,59,16.2,Low Fat,14,155.8972,6,2004,Small,Tier 2,Supermarket Type1,2025.3636,DRG37,OUT035
2301,510,7.26,Low Fat,10,118.115,3,2009,Medium,Tier 3,Supermarket Type2,1864.24,FDJ07,OUT018
2302,755,6.65,Low Fat,6,126.7678,9,1999,Medium,Tier 1,Supermarket Type1,1907.517,FDP32,OUT049
2303,1065,13.35,Low Fat,1,218.9166,8,1997,Small,Tier 1,Supermarket Type1,5660.6316,FDV59,OUT046
2304,774,17.35,Low Fat,0,99.8016,6,2004,Small,Tier 2,Supermarket Type1,607.2096,FDP60,OUT035
2305,336,12.857645184136183,Low Fat,6,39.6506,5,1985,Medium,Tier 3,Supermarket Type3,1024.6662,FDE32,OUT027
2306,557,5.46,Regular,3,187.424,2,2007,High,Tier 2,Supermarket Type1,3169.208,FDK26,OUT017
2307,1090,18.25,Low Fat,5,197.3452,6,2004,Small,Tier 2,Supermarket Type1,2740.4328,FDW28,OUT035
2308,770,8.185,Low Fat,6,47.7692,9,1999,Medium,Tier 1,Supermarket Type1,640.4996,FDP56,OUT049
2309,937,7.5,Low Fat,3,122.2072,8,1997,Small,Tier 1,Supermarket Type1,1960.1152,FDT25,OUT046
2310,783,12.65,Low Fat,0,230.601,6,2004,Small,Tier 2,Supermarket Type1,2067.309,FDQ12,OUT035
2311,867,14.3,Low Fat,0,77.2328,6,2004,Small,Tier 2,Supermarket Type1,231.6984,FDR60,OUT035
2312,1223,17.85,Low Fat,13,128.002,0,1998,High,Tier 3,Grocery Store,253.004,FDZ10,OUT010
2313,625,6.425,Low Fat,2,130.5626,0,1998,High,Tier 3,Grocery Store,131.1626,FDM13,OUT010
2314,372,6.825,Regular,3,153.4998,7,2002,High,Tier 2,Supermarket Type1,2153.1972,FDF26,OUT045
2315,654,12.857645184136183,Low Fat,3,205.3638,5,1985,Medium,Tier 3,Supermarket Type3,5383.6588,FDN02,OUT027
2316,1346,20.25,Low Fat,9,245.546,1,1987,High,Tier 3,Supermarket Type1,1724.422,NCI30,OUT013
2317,1359,19.2,Low Fat,11,243.0196,9,1999,Medium,Tier 1,Supermarket Type1,3615.294,NCJ31,OUT049
2318,1465,17.7,Low Fat,9,166.8474,0,1998,High,Tier 3,Grocery Store,168.4474,NCQ54,OUT010
2319,191,9.695,Regular,3,175.437,7,2002,High,Tier 2,Supermarket Type1,2999.429,FDB02,OUT045
2320,236,12.857645184136183,Low Fat,3,259.3278,5,1985,Medium,Tier 3,Supermarket Type3,4165.2448,FDC02,OUT027
2321,153,7.75,Low Fat,0,95.6436,7,2002,High,Tier 2,Supermarket Type1,1134.5232,FDA11,OUT045
2322,81,12.857645184136183,Low Fat,7,159.6578,5,1985,Medium,Tier 3,Supermarket Type3,2888.2404,DRI23,OUT027
2323,319,19.75,Regular,5,179.866,9,1999,Medium,Tier 1,Supermarket Type1,2696.49,FDE04,OUT049
2324,1098,5.325,Regular,4,55.5298,0,1998,High,Tier 3,Grocery Store,53.9298,FDW38,OUT010
2325,421,12.857645184136183,Regular,13,115.4518,4,1985,Small,Tier 1,Grocery Store,113.8518,FDG46,OUT019
2326,1352,12.857645184136183,Low Fat,8,152.3682,5,1985,Medium,Tier 3,Supermarket Type3,2287.023,NCJ05,OUT027
2327,967,12.857645184136183,Regular,3,185.1924,4,1985,Small,Tier 1,Grocery Store,555.2772,FDU01,OUT019
2328,1175,6.71,Regular,0,66.6142,2,2007,High,Tier 2,Supermarket Type1,1120.5414,FDY11,OUT017
2329,1166,14.35,Low Fat,0,79.296,1,1987,High,Tier 3,Supermarket Type1,719.064,FDX60,OUT013
2330,1413,15.2,Low Fat,8,47.8034,9,1999,Medium,Tier 1,Supermarket Type1,437.4306,NCN29,OUT049
2331,921,5.82,Regular,6,256.633,9,1999,Medium,Tier 1,Supermarket Type1,2050.664,FDT07,OUT049
2332,482,5.59,Regular,13,61.9168,3,2009,Medium,Tier 3,Supermarket Type2,1214.4192,FDI21,OUT018
2333,495,18.5,Regular,5,148.0418,8,1997,Small,Tier 1,Supermarket Type1,2059.9852,FDI41,OUT046
2334,323,12.857645184136183,Regular,13,133.1626,5,1985,Medium,Tier 3,Supermarket Type3,3672.5528,FDE10,OUT027
2335,797,14.0,Regular,5,153.5656,8,1997,Small,Tier 1,Supermarket Type1,3089.312,FDQ28,OUT046
2336,1191,7.605,Low Fat,6,165.021,0,1998,High,Tier 3,Grocery Store,815.605,FDY32,OUT010
2337,1363,12.857645184136183,Low Fat,8,61.1536,4,1985,Small,Tier 1,Grocery Store,61.2536,NCK05,OUT019
2338,437,9.6,Low Fat,0,107.128,7,2002,High,Tier 2,Supermarket Type1,1278.336,FDH12,OUT045
2339,522,17.7,Regular,10,103.8674,2,2007,High,Tier 2,Supermarket Type1,1528.011,FDJ27,OUT017
2340,116,15.7,Low Fat,7,43.377,0,1998,High,Tier 3,Grocery Store,129.831,DRL35,OUT010
2341,1543,13.65,Low Fat,8,55.093,2,2007,High,Tier 2,Supermarket Type1,1301.639,NCY29,OUT017
2342,249,14.6,Regular,6,110.1254,2,2007,High,Tier 2,Supermarket Type1,1844.9318,FDC21,OUT017
2343,637,15.6,Low Fat,13,220.1798,2,2007,High,Tier 2,Supermarket Type1,5068.7354,FDM33,OUT017
2344,97,20.25,Low Fat,4,217.5482,1,1987,High,Tier 3,Supermarket Type1,1095.241,DRJ39,OUT013
2345,206,8.02,Low Fat,13,151.9998,0,1998,High,Tier 3,Grocery Store,307.5996,FDB22,OUT010
2346,255,18.35,Low Fat,6,93.8462,1,1987,High,Tier 3,Supermarket Type1,1295.6468,FDC32,OUT013
2347,278,16.6,Low Fat,3,118.8124,8,1997,Small,Tier 1,Supermarket Type1,2607.2728,FDD02,OUT046
2348,598,10.0,Regular,5,228.6668,6,2004,Small,Tier 2,Supermarket Type1,3455.502,FDL28,OUT035
2349,604,16.1,Regular,4,179.4318,9,1999,Medium,Tier 1,Supermarket Type1,2345.6134,FDL39,OUT049
2350,1047,13.0,Regular,3,196.2426,0,1998,High,Tier 3,Grocery Store,197.7426,FDV37,OUT010
2351,166,16.1,Regular,5,126.5362,2,2007,High,Tier 2,Supermarket Type1,1761.7068,FDA28,OUT017
2352,582,19.0,Low Fat,5,105.5622,9,1999,Medium,Tier 1,Supermarket Type1,1905.5196,FDL04,OUT049
2353,827,17.6,Low Fat,13,163.5552,6,2004,Small,Tier 2,Supermarket Type1,3086.6488,FDR10,OUT035
2354,175,6.32,Low Fat,10,39.1822,2,2007,High,Tier 2,Supermarket Type1,1060.6194,FDA39,OUT017
2355,832,9.3,Regular,10,153.1314,6,2004,Small,Tier 2,Supermarket Type1,4653.942,FDR15,OUT035
2356,805,11.1,Regular,5,175.0712,2,2007,High,Tier 2,Supermarket Type1,3339.6528,FDQ40,OUT017
2357,55,12.857645184136183,Low Fat,7,151.2682,5,1985,Medium,Tier 3,Supermarket Type3,2439.4912,DRG23,OUT027
2358,996,6.15,Low Fat,0,99.4384,1,1987,High,Tier 3,Supermarket Type1,1379.5376,FDU36,OUT013
2359,386,20.85,Low Fat,15,223.9746,8,1997,Small,Tier 1,Supermarket Type1,897.4984,FDF47,OUT046
2360,438,17.1,Regular,3,141.4838,8,1997,Small,Tier 1,Supermarket Type1,1404.838,FDH14,OUT046
2361,721,13.15,Regular,13,86.3856,3,2009,Medium,Tier 3,Supermarket Type2,615.1992,FDO45,OUT018
2362,579,16.5,Regular,0,95.7068,6,2004,Small,Tier 2,Supermarket Type1,1069.2748,FDK60,OUT035
